Markets,Periods,Manufacturer,Category,Trademark,Brand,$,Units,EQ,Avg Unit Price,%ACV,TDP,$ / $MM ACV,Units / $MM ACV,EQ / $MM ACV
MARKET_003,1 w/e 05/24/25,MFR_001,CAT_001,TM_003,BRAND_014,45247.2966,6404.9042,4803.6782,7.0645,49.1936,49.1936,68.3529,9.6756,7.2567
MARKET_003,1 w/e 05/24/25,MFR_002,CAT_001,TM_004,BRAND_007,272838.4042,48365.1198,29405.166,5.6412,37.6153,60.816,539.0307,95.5521,58.094
MARKET_003,1 w/e 05/24/25,MFR_002,CAT_001,TM_004,BRAND_009,109207.2628,13763.0279,9584.9488,7.9348,78.6403,90.0168,103.1999,13.0059,9.0577
MARKET_003,1 w/e 05/24/25,MFR_002,CAT_001,TM_005,BRAND_010,124712.519,26565.2071,11392.529,4.6946,86.3626,137.5497,107.3141,22.8592,9.8032
MARKET_003,1 w/e 05/24/25,MFR_002,CAT_001,TM_005,BRAND_008,217204.147,41882.5276,20614.8543,5.186,40.7268,70.5854,396.3333,76.4232,37.616
MARKET_004,1 w/e 05/24/25,MFR_001,CAT_001,TM_001,BRAND_011,5852.41,1462.6667,551.7708,4.0012,94.9498,183.6106,35.2314,8.8052,3.3216
MARKET_004,1 w/e 05/24/25,MFR_001,CAT_001,TM_002,BRAND_012,5500.8401,1181.25,617.2708,4.6568,91.9926,119.649,34.1794,7.3397,3.8354
MARKET_004,1 w/e 05/24/25,MFR_001,CAT_001,TM_003,BRAND_015,7341.2,2190.0,519.3958,3.3521,42.6718,70.4985,98.3365,29.3354,6.9574
MARKET_004,1 w/e 05/24/25,MFR_001,CAT_001,TM_003,BRAND_004,3122.17,578.0,387.0001,5.4017,41.9515,45.5827,42.54,7.8753,5.2729
MARKET_004,1 w/e 05/24/25,MFR_001,CAT_001,TM_003,BRAND_005,598.05,105.0,78.75,5.6957,14.963,14.963,22.8459,4.0111,3.0083
MARKET_004,1 w/e 05/24/25,MFR_001,CAT_001,TM_003,BRAND_014,3171.1001,462.0,346.5,6.8639,40.0328,40.0328,45.2775,6.5965,4.9474
MARKET_004,1 w/e 05/24/25,MFR_002,CAT_001,TM_004,BRAND_007,7565.59,1331.0,868.4375,5.6841,19.7476,23.8138,218.9865,38.5259,25.137
MARKET_004,1 w/e 05/24/25,MFR_002,CAT_001,TM_004,BRAND_009,7570.76,791.9722,564.9167,9.5594,93.5424,100.7984,46.2615,4.8394,3.4519
MARKET_004,1 w/e 05/24/25,MFR_002,CAT_001,TM_005,BRAND_010,6156.96,1315.0,646.5417,4.6821,94.9813,123.9171,37.0524,7.9136,3.8909
MARKET_004,1 w/e 05/24/25,MFR_002,CAT_001,TM_005,BRAND_008,6277.8701,1112.0,658.3332,5.6456,19.5066,25.5715,183.9583,32.5846,19.2909
MARKET_005,1 w/e 05/24/25,MFR_001,CAT_001,TM_001,BRAND_011,36136.83,8808.0001,2459.1979,4.1027,99.6886,255.4018,43.8151,10.6795,2.9817
MARKET_005,1 w/e 05/24/25,MFR_001,CAT_001,TM_002,BRAND_012,36917.35,8891.0,2746.1042,4.1522,98.3438,170.1045,45.3736,10.9276,3.3751
MARKET_005,1 w/e 05/24/25,MFR_001,CAT_001,TM_003,BRAND_015,82304.1401,26957.0,4903.1043,3.0532,82.3136,138.6487,120.8564,39.584,7.1998
MARKET_005,1 w/e 05/24/25,MFR_001,CAT_001,TM_003,BRAND_004,39109.8301,7855.0001,3176.8125,4.979,95.3262,140.9465,49.5899,9.9599,4.0281
MARKET_005,1 w/e 05/24/25,MFR_001,CAT_001,TM_003,BRAND_013,34448.3801,8628.0001,2509.4584,3.9926,76.9369,111.6112,54.1195,13.5549,3.9424
MARKET_005,1 w/e 05/24/25,MFR_001,CAT_001,TM_003,BRAND_005,17416.4,2184.0001,1638.0001,7.9745,66.454,66.454,31.6779,3.9724,2.9793
MARKET_005,1 w/e 05/24/25,MFR_001,CAT_001,TM_003,BRAND_014,17599.94,2205.0,1653.7501,7.9818,52.7364,52.7364,40.3385,5.0538,3.7903
MARKET_005,1 w/e 05/24/25,MFR_002,CAT_001,TM_004,BRAND_007,97832.38,16670.0001,9842.3125,5.8688,46.4854,69.32,254.3815,43.345,25.5918
MARKET_005,1 w/e 05/24/25,MFR_002,CAT_001,TM_004,BRAND_009,48427.35,6616.3055,4674.8332,7.3194,91.6017,101.3123,63.9009,8.7303,6.1685
MARKET_005,1 w/e 05/24/25,MFR_002,CAT_001,TM_005,BRAND_010,62536.9301,13907.0,5563.8958,4.4968,98.9568,168.7393,76.3854,16.9866,6.796
MARKET_005,1 w/e 05/24/25,MFR_002,CAT_001,TM_005,BRAND_008,97426.6201,18385.0001,9320.2292,5.2992,50.4661,82.265,233.3443,44.0335,22.3227
MARKET_001,1 w/e 05/25/24,MFR_001,CAT_001,TM_001,BRAND_001,103578.3381,31320.4386,8457.631,3.3071,77.0626,179.3604,45.1104,13.6407,3.6835
MARKET_001,1 w/e 05/25/24,MFR_001,CAT_001,TM_002,BRAND_002,71865.9429,22170.9838,6232.1688,3.2414,64.8316,94.5752,37.2039,11.4776,3.2263
MARKET_001,1 w/e 05/25/24,MFR_001,CAT_001,TM_003,BRAND_004,398435.0413,133708.2232,26562.0709,2.9799,78.477,144.2588,170.399,57.1831,11.3598
MARKET_001,1 w/e 05/25/24,MFR_001,CAT_001,TM_003,BRAND_005,100203.1443,16839.6941,12629.7706,5.9504,47.8123,47.8123,70.3386,11.8208,8.8656
MARKET_001,1 w/e 05/25/24,MFR_002,CAT_001,TM_004,BRAND_007,404249.4288,95912.3671,38668.2441,4.2148,46.9765,68.4925,288.8159,68.5246,27.6265
MARKET_001,1 w/e 05/25/24,MFR_002,CAT_001,TM_005,BRAND_008,642217.5783,168729.4416,55608.0993,3.8062,67.8516,110.2454,317.6684,83.4608,27.5062
MARKET_002,1 w/e 05/25/24,MFR_001,CAT_001,TM_001,BRAND_001,31563.0174,13465.366,1418.3027,2.344,52.6927,67.8438,174.206,74.3195,7.8281
MARKET_002,1 w/e 05/25/24,MFR_001,CAT_001,TM_002,BRAND_002,22698.1477,9428.754,968.0308,2.4073,39.3551,44.694,167.7352,69.6768,7.1536
MARKET_002,1 w/e 05/25/24,MFR_001,CAT_001,TM_003,BRAND_004,148835.7498,58508.1131,6461.5928,2.5438,73.8384,88.6411,586.2195,230.446,25.4503
MARKET_002,1 w/e 05/25/24,MFR_001,CAT_001,TM_003,BRAND_005,974.9877,112.644,84.4831,8.6555,1.0506,1.0506,269.8853,31.1809,23.3857
MARKET_002,1 w/e 05/25/24,MFR_002,CAT_001,TM_004,BRAND_007,63102.2944,26631.59,2820.6241,2.3695,23.4285,23.8929,783.3151,330.589,35.0136
MARKET_002,1 w/e 05/25/24,MFR_002,CAT_001,TM_005,BRAND_008,136579.429,55276.042,5983.9576,2.4709,54.748,56.9842,725.5254,293.6326,31.7875
MARKET_003,1 w/e 05/25/24,MFR_001,CAT_001,TM_001,BRAND_001,42903.2106,10406.4063,4243.0556,4.1228,82.8762,200.0663,38.7661,9.4029,3.8339
MARKET_003,1 w/e 05/25/24,MFR_001,CAT_001,TM_002,BRAND_002,31750.7353,7680.1465,3827.3256,4.1341,70.2544,98.5385,33.8433,8.1863,4.0796
MARKET_003,1 w/e 05/25/24,MFR_001,CAT_001,TM_003,BRAND_004,163174.9814,46798.7736,14398.2362,3.4867,84.9085,167.6708,143.9113,41.2739,12.6985
MARKET_003,1 w/e 05/25/24,MFR_001,CAT_001,TM_003,BRAND_005,75034.0066,13204.0502,9903.0376,5.6827,66.0809,66.081,85.0305,14.9632,11.2224
MARKET_003,1 w/e 05/25/24,MFR_002,CAT_001,TM_004,BRAND_007,229881.9444,45708.1108,24733.016,5.0293,51.5441,77.7354,333.9789,66.406,35.9328
MARKET_003,1 w/e 05/25/24,MFR_002,CAT_001,TM_005,BRAND_008,339119.3792,74653.0666,34140.0585,4.5426,77.189,133.3083,328.9955,72.4244,33.1209
MARKET_004,1 w/e 05/25/24,MFR_001,CAT_001,TM_001,BRAND_001,3050.5301,721.0,268.1302,4.231,88.4999,181.7,19.846,4.6907,1.7444
MARKET_004,1 w/e 05/25/24,MFR_001,CAT_001,TM_002,BRAND_002,2964.32,734.0833,317.3333,4.0381,77.2389,109.7856,22.0968,5.472,2.3655
MARKET_004,1 w/e 05/25/24,MFR_001,CAT_001,TM_003,BRAND_004,13578.87,4283.0,1152.1771,3.1704,75.7875,188.0176,103.159,32.5381,8.7531
MARKET_004,1 w/e 05/25/24,MFR_001,CAT_001,TM_003,BRAND_005,6422.86,1139.0,854.2501,5.639,61.6923,61.6923,59.943,10.63,7.9725
MARKET_004,1 w/e 05/25/24,MFR_002,CAT_001,TM_004,BRAND_007,10677.7201,2337.0,1407.2293,4.569,35.2651,41.0616,174.3307,38.1552,22.9752
MARKET_004,1 w/e 05/25/24,MFR_002,CAT_001,TM_005,BRAND_008,15216.3,3347.6665,1716.3748,4.5453,52.9217,75.7127,165.545,36.4208,18.6732
MARKET_005,1 w/e 05/25/24,MFR_001,CAT_001,TM_001,BRAND_001,17836.7501,4531.0,1405.6072,3.9366,96.8982,269.498,22.2376,5.6489,1.7524
MARKET_005,1 w/e 05/25/24,MFR_001,CAT_001,TM_002,BRAND_002,11660.26,3169.0,934.1875,3.6795,87.2222,144.6391,16.1499,4.3892,1.2939
MARKET_005,1 w/e 05/25/24,MFR_001,CAT_001,TM_003,BRAND_004,58591.72,17447.6667,4042.2084,3.3581,89.2573,172.3932,79.3014,23.6147,5.471
MARKET_005,1 w/e 05/25/24,MFR_001,CAT_001,TM_003,BRAND_005,19868.94,2598.0,1948.5,7.6478,60.5517,60.5517,39.6403,5.1832,3.8874
MARKET_005,1 w/e 05/25/24,MFR_002,CAT_001,TM_004,BRAND_007,93189.06,18250.0,9018.1251,5.1062,69.4942,102.7694,161.9962,31.7251,15.6768
MARKET_005,1 w/e 05/25/24,MFR_002,CAT_001,TM_005,BRAND_008,141417.85,30350.0,13158.3125,4.6596,85.0429,146.0707,200.8884,43.1131,18.6918
MARKET_001,1 w/e 05/31/25,MFR_001,CAT_001,TM_001,BRAND_011,156077.5929,43820.6274,11473.5983,3.5617,79.3489,138.5524,65.7898,18.4713,4.8363
MARKET_001,1 w/e 05/31/25,MFR_001,CAT_001,TM_001,BRAND_001,2221.884,776.965,150.4382,2.8597,0.445,0.566,167.015,58.4031,11.3082
MARKET_001,1 w/e 05/31/25,MFR_001,CAT_001,TM_002,BRAND_012,154964.9132,41232.6506,11981.1535,3.7583,74.1637,108.754,69.8877,18.5955,5.4034
MARKET_001,1 w/e 05/31/25,MFR_001,CAT_001,TM_002,BRAND_002,764.607,291.2411,35.4,2.6253,0.2341,0.2455,109.2265,41.6047,5.057
MARKET_001,1 w/e 05/31/25,MFR_001,CAT_001,TM_002,BRAND_003,1082.391,441.593,48.3196,2.4511,0.3908,0.513,92.6379,37.7944,4.1355
MARKET_001,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_015,494745.4245,172159.1267,28177.9909,2.8738,69.1501,113.5549,239.3027,83.2714,13.6294
MARKET_001,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_004,200370.7282,53353.5425,15531.4368,3.7555,69.7125,86.0594,96.1351,25.5983,7.4518
MARKET_001,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_013,23976.358,5945.0711,1676.5074,4.033,16.5828,20.8843,48.3596,11.991,3.3815
MARKET_001,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_005,38810.8531,6324.1373,4743.1028,6.1369,30.4336,30.4336,42.6538,6.9503,5.2128
MARKET_001,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_006,411.5301,46.1665,32.6874,8.914,1.0754,1.0754,12.7996,1.4359,1.0167
MARKET_001,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_014,103640.4798,14970.3548,11227.766,6.923,51.2785,51.2785,67.6009,9.7646,7.3235
MARKET_001,1 w/e 05/31/25,MFR_002,CAT_001,TM_004,BRAND_007,397017.0445,80463.9448,45273.4285,4.9341,33.7178,49.6922,393.829,79.8178,44.9099
MARKET_001,1 w/e 05/31/25,MFR_002,CAT_001,TM_004,BRAND_009,181228.8915,23070.1317,14746.4123,7.8556,66.3326,72.9754,91.3816,11.6327,7.4356
MARKET_001,1 w/e 05/31/25,MFR_002,CAT_001,TM_005,BRAND_010,292115.0355,79254.6897,23751.3558,3.6858,81.61,124.1406,119.7206,32.4818,9.7343
MARKET_001,1 w/e 05/31/25,MFR_002,CAT_001,TM_005,BRAND_008,376930.3549,88490.8535,35577.2772,4.2595,38.9242,63.4118,323.8921,76.0392,30.5712
MARKET_002,1 w/e 05/31/25,MFR_001,CAT_001,TM_001,BRAND_011,49906.1953,19122.3501,1997.7241,2.6098,57.4999,57.6272,248.7897,95.3277,9.9589
MARKET_002,1 w/e 05/31/25,MFR_001,CAT_001,TM_001,BRAND_001,1859.6243,687.749,118.2688,2.7039,2.8634,3.9009,186.1579,68.8472,11.8393
MARKET_002,1 w/e 05/31/25,MFR_001,CAT_001,TM_002,BRAND_012,48279.818,16578.6519,2117.9686,2.9122,43.6457,44.54,317.0807,108.8813,13.9099
MARKET_002,1 w/e 05/31/25,MFR_001,CAT_001,TM_002,BRAND_002,764.607,291.2411,35.4,2.6253,2.0066,2.1037,109.2265,41.6047,5.057
MARKET_002,1 w/e 05/31/25,MFR_001,CAT_001,TM_002,BRAND_003,646.7127,288.1021,27.719,2.2447,2.4811,2.6604,74.7152,33.2847,3.2024
MARKET_002,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_015,139224.9268,55372.5011,5934.5941,2.5143,49.9762,52.6303,798.5448,317.597,34.0387
MARKET_002,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_004,67382.3284,25206.0319,2744.3603,2.6733,49.7634,52.3548,388.1336,145.191,15.808
MARKET_002,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_013,4102.488,1378.071,143.5491,2.977,1.8156,1.8156,647.6931,217.5673,22.6633
MARKET_002,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_014,46.82,6.0,4.5,7.8033,0.0661,0.0661,203.0356,26.0191,19.5143
MARKET_002,1 w/e 05/31/25,MFR_002,CAT_001,TM_004,BRAND_007,29151.9975,10936.797,1189.7596,2.6655,16.0773,16.7109,519.7565,194.9942,21.2125
MARKET_002,1 w/e 05/31/25,MFR_002,CAT_001,TM_004,BRAND_009,13386.6437,3041.71,753.7575,4.401,7.9131,7.9131,484.9197,110.1833,27.3042
MARKET_002,1 w/e 05/31/25,MFR_002,CAT_001,TM_005,BRAND_010,84548.0201,31680.4264,3462.465,2.6688,64.5012,66.893,375.7346,140.789,15.3873
MARKET_002,1 w/e 05/31/25,MFR_002,CAT_001,TM_005,BRAND_008,56279.403,21119.53,2316.8468,2.6648,27.2713,28.9549,591.5468,221.9851,24.3521
MARKET_003,1 w/e 05/31/25,MFR_001,CAT_001,TM_001,BRAND_011,62242.6976,13418.2774,6583.7075,4.6387,84.4246,124.1553,54.7889,11.8114,5.7953
MARKET_003,1 w/e 05/31/25,MFR_001,CAT_001,TM_001,BRAND_001,362.2599,89.216,32.1694,4.0605,0.2463,0.2463,109.3119,26.9209,9.7071
MARKET_003,1 w/e 05/31/25,MFR_001,CAT_001,TM_002,BRAND_012,65882.9852,14059.9988,6976.4974,4.6858,80.5733,114.9075,60.7652,12.9678,6.4346
MARKET_003,1 w/e 05/31/25,MFR_001,CAT_001,TM_002,BRAND_003,435.6783,153.491,20.6008,2.8385,0.2251,0.4501,143.8642,50.6839,6.8025
MARKET_003,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_015,273783.2976,91827.6256,17102.1468,2.9815,79.7612,143.0728,255.0868,85.5568,15.9343
MARKET_003,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_004,73348.2198,12557.5107,8580.4307,5.841,75.8878,82.7758,71.8275,12.2971,8.4025
MARKET_003,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_013,9.38,4.0,0.4167,2.345,0.0698,0.0698,9.9819,4.2567,0.4434
MARKET_003,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_005,28032.913,4870.1372,3652.6028,5.7561,39.7798,39.7797,52.3696,9.0981,6.8236
MARKET_003,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_006,411.5301,46.1665,32.6874,8.914,2.3893,2.3893,12.7996,1.4359,1.0167
MARKET_003,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_014,79509.2899,11873.3548,8905.0162,6.6964,70.6164,70.6165,83.6729,12.4951,9.3713
MARKET_003,1 w/e 05/31/25,MFR_002,CAT_001,TM_004,BRAND_007,277505.2071,53578.1478,35124.398,5.1794,39.3717,61.9646,523.7937,101.1293,66.2976
MARKET_003,1 w/e 05/31/25,MFR_002,CAT_001,TM_004,BRAND_009,118306.9578,13261.2948,9357.7681,8.9212,81.0739,90.4627,108.4432,12.1556,8.5776
MARKET_003,1 w/e 05/31/25,MFR_002,CAT_001,TM_005,BRAND_010,134059.3956,30128.2633,14065.0783,4.4496,87.2553,139.6799,114.1769,25.6599,11.9791
MARKET_003,1 w/e 05/31/25,MFR_002,CAT_001,TM_005,BRAND_008,221616.8918,46431.3235,24291.4721,4.773,43.1538,75.9744,381.6428,79.9586,41.8319
MARKET_004,1 w/e 05/31/25,MFR_001,CAT_001,TM_001,BRAND_011,4647.55,1035.0001,329.7813,4.4904,90.9897,161.2855,29.1958,6.5018,2.0717
MARKET_004,1 w/e 05/31/25,MFR_001,CAT_001,TM_002,BRAND_012,3906.56,769.0,348.7708,5.0801,82.4485,102.1282,27.0832,5.3313,2.4179
MARKET_004,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_015,6451.8801,1861.0001,449.6043,3.4669,53.7307,80.0355,68.6361,19.7976,4.783
MARKET_004,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_004,1982.02,326.0,197.3543,6.0798,37.1346,40.721,30.5082,5.018,3.0378
MARKET_004,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_005,355.6,52.0,39.0,6.8385,10.248,10.248,19.834,2.9004,2.1753
MARKET_004,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_014,3625.5301,506.0,379.5,7.1651,46.6526,46.6526,44.4206,6.1996,4.6497
MARKET_004,1 w/e 05/31/25,MFR_002,CAT_001,TM_004,BRAND_007,5457.04,872.0001,533.2293,6.2581,17.4481,20.8395,178.7716,28.5666,17.4685
MARKET_004,1 w/e 05/31/25,MFR_002,CAT_001,TM_004,BRAND_009,5988.58,820.3304,594.5811,7.3002,92.5408,96.9538,36.9896,5.0669,3.6725
MARKET_004,1 w/e 05/31/25,MFR_002,CAT_001,TM_005,BRAND_010,4651.2401,903.0001,430.5416,5.1509,93.3554,116.7469,28.4786,5.5289,2.6361
MARKET_004,1 w/e 05/31/25,MFR_002,CAT_001,TM_005,BRAND_008,4733.6901,846.0,430.4166,5.5954,20.007,26.371,135.2406,24.17,12.2969
MARKET_005,1 w/e 05/31/25,MFR_001,CAT_001,TM_001,BRAND_011,33149.41,7933.0001,2286.9584,4.1787,99.4857,249.8268,40.2749,9.6382,2.7785
MARKET_005,1 w/e 05/31/25,MFR_001,CAT_001,TM_002,BRAND_012,32626.5101,8114.0,2381.6458,4.021,96.2498,163.9084,40.9723,10.1895,2.9909
MARKET_005,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_015,67962.16,18986.0001,4606.8958,3.5796,89.0317,148.104,92.266,25.7756,6.2544
MARKET_005,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_004,44984.33,10493.0,3405.75,4.2871,95.03,146.3691,57.2163,13.3462,4.3318
MARKET_005,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_013,22890.2301,5195.0,1757.8958,4.4062,64.495,82.9372,42.8987,9.736,3.2945
MARKET_005,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_005,12086.32,1515.0001,1136.2501,7.9778,53.1496,53.1496,27.4861,3.4453,2.584
MARKET_005,1 w/e 05/31/25,MFR_001,CAT_001,TM_003,BRAND_014,21395.91,2681.0,2010.75,7.9806,63.4814,63.4814,40.7384,5.1047,3.8285
MARKET_005,1 w/e 05/31/25,MFR_002,CAT_001,TM_004,BRAND_007,79034.9401,13547.0,7974.1043,5.8341,45.9295,65.8481,207.9923,35.651,20.9851
MARKET_005,1 w/e 05/31/25,MFR_002,CAT_001,TM_004,BRAND_009,46841.78,6231.6378,4514.8534,7.5168,92.3692,99.7878,61.2951,8.1544,5.9079
MARKET_005,1 w/e 05/31/25,MFR_002,CAT_001,TM_005,BRAND_010,60010.15,13496.0,5316.3542,4.4465,98.7587,168.1108,73.4461,16.5177,6.5067
MARKET_005,1 w/e 05/31/25,MFR_002,CAT_001,TM_005,BRAND_008,89585.88,17831.0,8461.6875,5.0242,52.3965,85.5387,206.6602,41.1332,19.5198
MARKET_001,1 w/e 06/01/24,MFR_001,CAT_001,TM_001,BRAND_001,96400.9135,28787.0755,8174.8545,3.3488,75.1257,162.8327,43.0751,12.863,3.6528
MARKET_001,1 w/e 06/01/24,MFR_001,CAT_001,TM_002,BRAND_002,65938.7646,20180.6544,5799.468,3.2674,61.8627,86.8103,35.7804,10.9506,3.147
MARKET_001,1 w/e 06/01/24,MFR_001,CAT_001,TM_003,BRAND_004,357625.0834,123329.672,23707.5251,2.8997,77.0277,135.6218,155.8527,53.747,10.3317
MARKET_001,1 w/e 06/01/24,MFR_001,CAT_001,TM_003,BRAND_005,78969.2402,13714.5662,10285.9246,5.7581,42.6835,42.6835,62.1057,10.7859,8.0894
MARKET_001,1 w/e 06/01/24,MFR_002,CAT_001,TM_004,BRAND_007,299366.2782,76046.8139,30614.7877,3.9366,42.4118,61.4178,236.9459,60.1904,24.2313
MARKET_001,1 w/e 06/01/24,MFR_002,CAT_001,TM_005,BRAND_008,566862.1194,154219.906,50947.1688,3.6757,66.2001,104.4404,287.4433,78.2015,25.8342
MARKET_002,1 w/e 06/01/24,MFR_001,CAT_001,TM_001,BRAND_001,31001.3616,13137.792,1501.7462,2.3597,49.3249,61.0078,182.7882,77.4622,8.8545
MARKET_002,1 w/e 06/01/24,MFR_001,CAT_001,TM_002,BRAND_002,21873.7182,9136.685,916.1668,2.3941,39.292,44.3749,161.9019,67.6266,6.7812
MARKET_002,1 w/e 06/01/24,MFR_001,CAT_001,TM_003,BRAND_004,143436.4642,57732.4,6154.7452,2.4845,74.2404,84.0246,561.8917,226.1584,24.1103
MARKET_002,1 w/e 06/01/24,MFR_001,CAT_001,TM_003,BRAND_005,247.48,39.0,29.25,6.3456,0.4638,0.4638,155.1891,24.456,18.342
MARKET_002,1 w/e 06/01/24,MFR_002,CAT_001,TM_004,BRAND_007,47606.284,20462.6821,2169.6336,2.3265,22.3404,22.821,619.7363,266.3822,28.2442
MARKET_002,1 w/e 06/01/24,MFR_002,CAT_001,TM_005,BRAND_008,136616.7797,55202.0563,5955.2803,2.4748,57.3831,59.5013,692.3942,279.7722,30.1822
MARKET_003,1 w/e 06/01/24,MFR_001,CAT_001,TM_001,BRAND_001,42442.5919,9805.2172,4674.2105,4.3286,82.3907,186.448,38.5825,8.9134,4.2491
MARKET_003,1 w/e 06/01/24,MFR_001,CAT_001,TM_002,BRAND_002,28998.8963,6877.9697,3666.0095,4.2162,68.271,92.0952,31.8135,7.5455,4.0218
MARKET_003,1 w/e 06/01/24,MFR_001,CAT_001,TM_003,BRAND_004,138606.5692,40025.2721,12775.6078,3.463,84.1986,161.0918,123.295,35.6038,11.3643
MARKET_003,1 w/e 06/01/24,MFR_001,CAT_001,TM_003,BRAND_005,60309.6102,11141.5663,8356.1746,5.413,61.6727,61.6727,73.2419,13.5307,10.148
MARKET_003,1 w/e 06/01/24,MFR_002,CAT_001,TM_004,BRAND_007,170231.8344,37476.132,20676.6541,4.5424,45.6095,68.8097,279.5453,61.5412,33.9541
MARKET_003,1 w/e 06/01/24,MFR_002,CAT_001,TM_005,BRAND_008,286619.2496,66372.1832,31653.5971,4.3184,76.5961,128.2248,280.2624,64.9001,30.9516
MARKET_004,1 w/e 06/01/24,MFR_001,CAT_001,TM_001,BRAND_001,2247.2101,504.0,181.2188,4.4588,82.037,146.2647,15.7716,3.5372,1.2718
MARKET_004,1 w/e 06/01/24,MFR_001,CAT_001,TM_002,BRAND_002,2048.27,456.0,193.4582,4.4918,64.2618,90.1851,18.3517,4.0856,1.7333
MARKET_004,1 w/e 06/01/24,MFR_001,CAT_001,TM_003,BRAND_004,10605.3201,3288.0,793.9271,3.2255,71.6125,169.43,85.266,26.4353,6.3831
MARKET_004,1 w/e 06/01/24,MFR_001,CAT_001,TM_003,BRAND_005,4230.35,629.0001,471.7501,6.7255,51.4525,51.4525,47.338,7.0386,5.2789
MARKET_004,1 w/e 06/01/24,MFR_002,CAT_001,TM_004,BRAND_007,7039.6201,1429.0,759.1666,4.9263,33.6658,39.9927,120.393,24.439,12.9834
MARKET_004,1 w/e 06/01/24,MFR_002,CAT_001,TM_005,BRAND_008,12057.0901,2435.0,1210.125,4.9516,51.4262,68.9237,134.9892,27.2619,13.5484
MARKET_005,1 w/e 06/01/24,MFR_001,CAT_001,TM_001,BRAND_001,14877.3001,3658.0001,1174.3241,4.0671,95.1278,240.3794,18.8932,4.6454,1.4913
MARKET_005,1 w/e 06/01/24,MFR_001,CAT_001,TM_002,BRAND_002,10719.1001,2841.0,874.5209,3.773,81.9964,129.5931,15.7925,4.1857,1.2884
MARKET_005,1 w/e 06/01/24,MFR_001,CAT_001,TM_003,BRAND_004,51158.91,15875.0001,3440.5886,3.2226,86.8562,158.5015,71.1556,22.0801,4.7854
MARKET_005,1 w/e 06/01/24,MFR_001,CAT_001,TM_003,BRAND_005,15724.72,2061.0,1545.75,7.6297,52.2218,52.2218,36.3764,4.7678,3.5758
MARKET_005,1 w/e 06/01/24,MFR_002,CAT_001,TM_004,BRAND_007,68114.3701,14011.0001,6531.8543,4.8615,62.269,90.9225,132.1464,27.1823,12.6722
MARKET_005,1 w/e 06/01/24,MFR_002,CAT_001,TM_005,BRAND_008,125802.2301,26487.0,11893.7293,4.7496,80.5872,133.4732,188.5864,39.7059,17.8295
MARKET_001,1 w/e 06/07/25,MFR_001,CAT_001,TM_001,BRAND_011,137994.2146,39800.3402,8589.928,3.4672,76.2383,135.1688,60.5498,17.4638,3.7691
MARKET_001,1 w/e 06/07/25,MFR_001,CAT_001,TM_001,BRAND_001,2012.3829,707.143,138.9816,2.8458,0.4124,0.5337,163.2553,57.3672,11.2749
MARKET_001,1 w/e 06/07/25,MFR_001,CAT_001,TM_002,BRAND_012,134802.9584,36996.7814,9329.1182,3.6436,72.6714,107.446,62.0528,17.0304,4.2944
MARKET_001,1 w/e 06/07/25,MFR_001,CAT_001,TM_002,BRAND_002,780.4208,294.4741,36.3411,2.6502,0.2478,0.2592,105.3384,39.7471,4.9052
MARKET_001,1 w/e 06/07/25,MFR_001,CAT_001,TM_002,BRAND_003,959.2136,366.479,41.4104,2.6174,0.3084,0.4145,104.0509,39.7539,4.492
MARKET_001,1 w/e 06/07/25,MFR_001,CAT_001,TM_003,BRAND_015,374211.7956,125433.8298,20953.6365,2.9833,72.6459,118.6557,172.3185,57.7603,9.6488
MARKET_001,1 w/e 06/07/25,MFR_001,CAT_001,TM_003,BRAND_004,226595.0925,64943.1544,14468.098,3.4891,69.875,88.4217,108.4811,31.0912,6.9265
